facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,commboard,nta,council,schooldist,censtract,factype,capacity,geometry,uid,latitude,longitude
SOLADE PRESCHOOL,1111,EAST 89 STREET,1111 EAST 89 STREET,BROOKLYN,11236.0,Brooklyn,3.0,3226422.0,3080550036.0,318.0,BK50,46.0,69.0,099200,DAY CARE,,POINT (-73.90256795185591 40.636325848475),1153230f509139fded8442e11bacd4e3,40.636325848474996,-73.90256795185591
SOLE'S PLAYTIME,593,CONEY ISLAND AVENUE,593 CONEY ISLAND AVENUE,BROOKLYN,11218.0,Brooklyn,3.0,3118160.0,3051410030.0,314.0,BK42,40.0,70.0,152200,DAY CARE,,POINT (-73.9695545895885 40.6428603119006),39758b1e496d83b4a20e85b676568d25,40.6428603119006,-73.9695545895885
SOLID ROCK BAPTIST CHURCH,120,TOMPKINS AVENUE,120 TOMPKINS AVENUE,BROOKLYN,11206.0,Brooklyn,3.0,3048647.0,3017550046.0,303.0,BK75,36.0,79.0,025901,FOOD PANTRY,,POINT (-73.9466206216745 40.6950928721777),71c167fec29b1718e4646a0196efe6b1,40.6950928721777,-73.9466206216745
SOLID ROCK SDA CHURCH,52-05,ROCKAWAY BEACH BOULEVARD,52-05 ROCKAWAY BEACH BOULEVARD,FAR ROCKAWAY,11691.0,Queens,4.0,4301928.0,4158910021.0,414.0,QN12,31.0,101.0,097204,FOOD PANTRY,,POINT (-73.78270396269829 40.5926954414305),aaae386faae010de3dd28c0cdcd01df5,40.5926954414305,-73.78270396269829
SOLOMON INSTITUTE CORPORATION,35-20,147 STREET,35-20 147 STREET,FLUSHING,11354.0,Queens,4.0,4308862.0,4050047501.0,407.0,QN51,20.0,109.0,116300,DAY CARE,,POINT (-73.81994 40.765768),dcf5044b36e3213f51b305c72646d42c,40.765768,-73.81994
SOLOMON SCHECHTER SCHOOL OF MANHATTA,805,COLUMBUS AVENUE,805 COLUMBUS AVENUE,NEW YORK,10025.0,Manhattan,1.0,1088152.0,1018337507.0,107.0,MN12,7.0,24.0,018500,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.965639 40.794993),12405502a331092da5899d72852f08b2,40.794993,-73.965639
SOLOMON SCHECHTER SCHOOL OF QUEENS,76-16,PARSONS BOULEVARD,76-16 PARSONS BOULEVARD,FRESH MEADOWS,11366.0,Queens,4.0,4147454.0,4068100052.0,408.0,QN37,24.0,107.0,077908,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.8111097695508 40.7246188243685),8587838c328352de2cab30c917ab66e7,40.7246188243685,-73.8111097695508
SOUND DALE CENTER FOR ECE,1211,CROES AVENUE,1211 CROES AVENUE,BRONX,10472.0,Bronx,2.0,2024083.0,2037480015.0,209.0,BX55,18.0,43.0,006800,DAY CARE,140.0,POINT (-73.8710069770149 40.829785286067),76fd398d16ea399d5ddbcad7b1e611b9,40.829785286067,-73.8710069770149
SOUND DALE CENTER FOR ECE,1211,CROES AVENUE,1211 CROES AVENUE,BRONX,10472.0,Bronx,2.0,2024083.0,2037480015.0,209.0,BX55,18.0,43.0,006800,EARLY EDUCATION PROGRAM,,POINT (-73.8710069770149 40.829785286067),761baa0267662ad7b7cb607c879137e9,40.829785286067,-73.8710069770149
SOUNDVIEW,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),fc0651ddf47b5aa66168b2b54d8184a1,,
SOUNDVIEW PRESBYTERIAN CHURCH,760,SOUNDVIEW AVENUE,760 SOUNDVIEW AVENUE,BRONX,10473.0,Bronx,2.0,2022076.0,2035960001.0,209.0,BX09,18.0,43.0,003800,FOOD PANTRY,,POINT (-73.8650447947806 40.820870074243),5053f6f75f53e4e1f0978436959405c3,40.820870074243004,-73.8650447947806
SOUTH ASIAN COUNCIL FOR SOCIAL SERVICES,143-06,45 AVENUE,143-06 45 AVENUE,FLUSHING,11355.0,Queens,4.0,4117452.0,4052030003.0,407.0,QN52,20.0,109.0,120500,FOOD PANTRY,,POINT (-73.8180188211805 40.7538428777624),9a5ac3ba2d00e1d26197067d8e289b1f,40.7538428777624,-73.8180188211805
SOUTH ASIAN YOUTH ACTION (SAYA!) INC AFTERSCHOOL PROGRAMS,1,ALBEMARLE ROAD,1 ALBEMARLE ROAD,BROOKLYN,11218.0,Brooklyn,3.0,3124109.0,3053230032.0,312.0,BK41,39.0,66.0,049800,AFTERSCHOOL PROGRAMS,,POINT (-73.98067256821351 40.6454826295333),5bdc84b63f8a9485703a1c2aa52b8aaa,40.6454826295333,-73.9806725682135
SOUTH ASIAN YOUTH ACTION (SAYA!) INC AFTERSCHOOL PROGRAMS,129-15,150 AVENUE,129-15 150 AVENUE,SOUTH OZONE PARK,11420.0,Queens,4.0,4257530.0,4118820001.0,410.0,QN55,28.0,106.0,084602,AFTERSCHOOL PROGRAMS,,POINT (-73.8113451378038 40.6653006410323),c8f7ab522f98d5fd64197da6a9fdc4f2,40.665300641032296,-73.8113451378038
SOUTH ASIAN YOUTH ACTION (SAYA!) INC AFTERSCHOOL PROGRAMS,138-30,LAFAYETTE STREET,138-30 LAFAYETTE STREET,OZONE PARK,11417.0,Queens,4.0,4245993.0,4114030001.0,410.0,QN56,32.0,106.0,005800,AFTERSCHOOL PROGRAMS,,POINT (-73.8457282544553 40.6711698919445),3b3e6f67a6a1a68ddfe573c81cd6e8fb,40.6711698919445,-73.8457282544553
SOUTH ASIAN YOUTH ACTION (SAYA!) INC AFTERSCHOOL PROGRAMS,36-12,35 AVENUE,36-12 35 AVENUE,ASTORIA,11106.0,Queens,4.0,4436895.0,4006400024.0,401.0,QN70,26.0,114.0,005700,AFTERSCHOOL PROGRAMS,,POINT (-73.92410641830379 40.7557959213988),d2fb4d150e4010a4cceeea97f44da4a9,40.7557959213988,-73.9241064183038
SOUTH ASIAN YOUTH ACTION (SAYA!) INC AFTERSCHOOL PROGRAMS,88-24,MYRTLE AVENUE,88-24 MYRTLE AVENUE,RIDGEWOOD,11385.0,Queens,4.0,4094699.0,4038690045.0,405.0,QN19,30.0,104.0,063900,AFTERSCHOOL PROGRAMS,,POINT (-73.8575770924265 40.702559758907),dd592369513b7c178af0622bbf6d655b,40.702559758907,-73.8575770924265
SOUTH BRONX HEAD START,1458,WEBSTER AVENUE,1458 WEBSTER AVENUE,BRONX,10456.0,Bronx,2.0,2092076.0,2028950001.0,203.0,BX01,16.0,42.0,014702,DAY CARE,67.0,POINT (-73.9058258704394 40.8378502269895),8918ee122078e2ca169b3137745747a5,40.837850226989495,-73.9058258704394
SOUTH BRONX HS 1,490,EAST 143 STREET,490 EAST 143 STREET,BRONX,10454.0,Bronx,2.0,2000433.0,2022870135.0,201.0,BX39,8.0,40.0,004100,DAY CARE,36.0,POINT (-73.9181662703492 40.81113670640129),9b687b9c31db2d532070f4b3a1be7f69,40.81113670640129,-73.9181662703492
SOUTH BRONX HS. SITE II,141,FEATHERBED LANE,141 FEATHERBED LANE,BRONX,10452.0,Bronx,2.0,2008817.0,2028760060.0,205.0,BX36,14.0,46.0,021502,DAY CARE,64.0,POINT (-73.9203528700348 40.84647826822721),5aae0816538b6b347213cab96eb1ecfb,40.84647826822721,-73.9203528700348
SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORPORATION AFTERSCHOOL PROGRAMS,1221,PROSPECT AVENUE,1221 PROSPECT AVENUE,BRONX,10459.0,Bronx,2.0,2005038.0,2026800019.0,203.0,BX33,17.0,42.0,013100,AFTERSCHOOL PROGRAMS,,POINT (-73.89941076693259 40.82740786074),0a5df25e3fceb22806403174ec97b6b4,40.82740786074,-73.89941076693259
SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORPORATION AFTERSCHOOL PROGRAMS,1970,WEST FARMS ROAD,1970 WEST FARMS ROAD,BRONX,10460.0,Bronx,2.0,2094603.0,2030210038.0,206.0,BX75,17.0,48.0,006000,AFTERSCHOOL PROGRAMS,,POINT (-73.87976676916759 40.8392285339836),084ee6ce688d55efa126db9621f0d4a7,40.8392285339836,-73.87976676916759
SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORPORATION AFTERSCHOOL PROGRAMS,2100,LAFONTAINE AVENUE,2100 LAFONTAINE AVENUE,BRONX,10457.0,Bronx,2.0,2099356.0,2030620043.0,206.0,BX17,15.0,48.0,037504,AFTERSCHOOL PROGRAMS,,POINT (-73.8919162221155 40.8501231769241),10cfa9d2509d2c428bd5dfc1c7fb8655,40.8501231769241,-73.8919162221155
SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORPORATION AFTERSCHOOL PROGRAMS,423,EAST 138 STREET,423 EAST 138 STREET,BRONX,10454.0,Bronx,2.0,2101568.0,2022830088.0,201.0,BX39,8.0,40.0,003900,AFTERSCHOOL PROGRAMS,,POINT (-73.92170308360521 40.8089255401965),de8a364ba21310fc679436e986dc8df2,40.8089255401965,-73.92170308360521
SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORPORATION AFTERSCHOOL PROGRAMS,456,WHITE PLAINS ROAD,456 WHITE PLAINS ROAD,BRONX,10473.0,Bronx,2.0,2020580.0,2034780018.0,209.0,BX09,18.0,43.0,000400,AFTERSCHOOL PROGRAMS,,POINT (-73.8560509597839 40.8150046042994),16e02bb221bc247cd2f372d9cfbe1abb,40.815004604299396,-73.8560509597839
SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORPORATION AFTERSCHOOL PROGRAMS,800,EAST GUN HILL ROAD,800 EAST GUN HILL ROAD,BRONX,10467.0,Bronx,2.0,2057045.0,2046330040.0,212.0,BX44,12.0,47.0,037200,AFTERSCHOOL PROGRAMS,,POINT (-73.8616313675749 40.8751966561884),ab2068fa002ec3f7cfe7ffd5cfdb991e,40.8751966561884,-73.8616313675749
SOUTH BROOKLYN SDA CHURCH COMMUNITY SERVICE,42,PROSPECT PLACE,42 PROSPECT PLACE,BROOKLYN,11217.0,Brooklyn,3.0,3018870.0,3009380026.0,306.0,BK37,39.0,78.0,012902,FOOD PANTRY,,POINT (-73.97661731269059 40.67958303410779),26c91c80862f420117bfa3925d9a1736,40.67958303410779,-73.97661731269059
SOUTH JAMAICA CENTER 1,,,114-02 GUY R. BREWER,,,,,,,,,,,,DAY CARE,49.0,POINT (nan nan),7495497783d41de42bb1f577332f4ac2,,
SOUTH JAMAICA CENTER 2,94-43,159 STREET,94-43 159 STREET,JAMAICA,11433.0,Queens,4.0,4448849.0,4101030016.0,412.0,QN61,27.0,103.0,024600,DAY CARE,60.0,POINT (-73.79798523092791 40.7011481513155),2246faae10088397fbef7854d45f1833,40.7011481513155,-73.7979852309279
SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS INC. CENTER 1,114-02,GUY R BREWER BOULEVARD,114-02 GUY R BREWER BOULEVARD,JAMAICA,11434.0,Queens,4.0,4264631.0,4122000052.0,412.0,QN76,28.0,113.0,027600,EARLY EDUCATION PROGRAM,,POINT (-73.7858360740443 40.6885018115852),45efc7a91e25508e7dfc9cf2d1b390c7,40.688501811585205,-73.7858360740443
"SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS, INC.",94-43,159 STREET,94-43 159 STREET,JAMAICA,11433.0,Queens,4.0,4448849.0,4101030016.0,412.0,QN61,27.0,103.0,024600,EARLY EDUCATION PROGRAM,,POINT (-73.79798523092791 40.7011481513155),55cdd4c8b9b7cb0c5a34fa060f691ada,40.7011481513155,-73.7979852309279
SOUTH SHORE TODDLER ACADEMY,11,SAMPSON AVENUE,11 SAMPSON AVENUE,STATEN ISLAND,10308.0,Staten Island,5.0,5062569.0,5046240500.0,503.0,SI54,51.0,122.0,014605,EARLY EDUCATION PROGRAM,,POINT (-74.14956423457491 40.5525342811496),7f72d69a4c931eafc72c047a4cb999eb,40.552534281149605,-74.14956423457491
SOUTH SHORE TODDLER ACADEMY AND PRE 'K',11,SAMPSON AVENUE,11 SAMPSON AVENUE,STATEN ISLAND,10308.0,Staten Island,5.0,5062569.0,5046240500.0,503.0,SI54,51.0,122.0,014605,DAY CARE,,POINT (-74.14956423457491 40.5525342811496),e0299392fad4ff994ad6575d1cb46cc8,40.552534281149605,-74.14956423457491
SOUTHEAST BRONX NEIGHBORHOOD CENTERS INC AFTERSCHOOL PROGRAMS,275,HARLEM RIVER PARK BRIDGE,275 HARLEM RIVER PARK BRIDGE,BRONX,10453.0,Bronx,2.0,2009253.0,2028820130.0,205.0,BX36,16.0,46.0,005300,AFTERSCHOOL PROGRAMS,,POINT (-73.9207540176495 40.8530462652759),77bcc07885a6095f168f1e0bd250b071,40.8530462652759,-73.9207540176495
SOUTHEAST BRONX NEIGHBORHOOD CENTERS INC AFTERSCHOOL PROGRAMS,751,EAST 161 STREET,751 EAST 161 STREET,BRONX,10456.0,Bronx,2.0,2091958.0,2026380090.0,203.0,BX35,16.0,42.0,013300,AFTERSCHOOL PROGRAMS,,POINT (-73.90455028593941 40.82176590893221),30c039b3ca515fb49403692f755440a1,40.82176590893221,-73.90455028593941
SOUTHEAST BRONX NEIGHBORHOOD CENTERS INC AFTERSCHOOL PROGRAMS,916,EAGLE AVENUE,916 EAGLE AVENUE,BRONX,10456.0,Bronx,2.0,2004469.0,2026270009.0,203.0,BX35,17.0,42.0,018500,AFTERSCHOOL PROGRAMS,,POINT (-73.90719448081241 40.823365865751),ffac6973b8441942aac3613db6c171a6,40.823365865751,-73.90719448081241
SOUTHERN QUEENS PARK ASSOCIATION INC AFTERSCHOOL PROGRAMS,108-35,167 STREET,108-35 167 STREET,JAMAICA,11433.0,Queens,4.0,4216655.0,4101780001.0,412.0,QN01,27.0,103.0,025800,AFTERSCHOOL PROGRAMS,,POINT (-73.7865766128085 40.697246269453),40f809b8fd1b36f9bb9baabe2bf81730,40.697246269453004,-73.7865766128085
SOUTHERN QUEENS PARK ASSOCIATION INC AFTERSCHOOL PROGRAMS,109-04,160 STREET,109-04 160 STREET,JAMAICA,11433.0,Queens,4.0,4435245.0,4121480100.0,412.0,QN01,28.0,103.0,026000,AFTERSCHOOL PROGRAMS,,POINT (-73.79210608531771 40.6936847256768),b100eca05db92c842db2b995ae59c4bb,40.693684725676796,-73.79210608531771
SOUTHERN QUEENS PARK ASSOCIATION INC AFTERSCHOOL PROGRAMS,177-01,BAISLEY BOULEVARD,177-01 BAISLEY BOULEVARD,JAMAICA,11434.0,Queens,4.0,4268835.0,4124060180.0,412.0,QN08,27.0,113.0,042600,AFTERSCHOOL PROGRAMS,,POINT (-73.76946007223999 40.6870397694433),7a83178da9123f5d7e35fd37f6cfb60f,40.687039769443295,-73.76946007224
SOUTHSIDE UNITED HDFC INC,145,SOUTH 3 STREET,145 SOUTH 3 STREET,BROOKLYN,11211.0,Brooklyn,3.0,3388874.0,3024180040.0,301.0,BK73,34.0,90.0,055100,FOOD PANTRY,,POINT (-73.96161841129391 40.7124087721879),3e7812ef1d4536cd93f48441d2d30318,40.7124087721879,-73.96161841129391
SPACE SHUTTLE COLUMBIA SCHOOL,77,MARSH AVENUE,77 MARSH AVENUE,STATEN ISLAND,10314.0,Staten Island,5.0,5145698.0,5024500305.0,502.0,SI24,51.0,121.0,027702,ELEMENTARY SCHOOL - PUBLIC,685.0,POINT (-74.16070445351249 40.5832799498285),3f9a89dd7db20cf3689d253b92bb4f66,40.5832799498285,-74.1607044535125
SPANISH INTERVALE SDA CHURCH,1064,INTERVALE AVENUE,1064 INTERVALE AVENUE,BRONX,10459.0,Bronx,2.0,2005482.0,2027050018.0,202.0,BX33,17.0,41.0,013100,FOOD PANTRY,,POINT (-73.896485749984 40.8251556762555),a50359d433664dc130f30a17e3a37713,40.8251556762555,-73.896485749984
SPANISH SDA CHURCH,1038,PROSPECT AVENUE,1038 PROSPECT AVENUE,BRONX,10459.0,Bronx,2.0,2005240.0,2026910012.0,202.0,BX33,17.0,41.0,013100,FOOD PANTRY,,POINT (-73.8992137530724 40.8246614953086),26f67b07e629c301341a7dd93f1ddf06,40.8246614953086,-73.8992137530724
SPANISH SOUNDVIEW SDA,1822,LACOMBE AVENUE,1822 LACOMBE AVENUE,BRONX,10473.0,Bronx,2.0,2020790.0,2034960037.0,209.0,BX09,18.0,43.0,000200,FOOD PANTRY,,POINT (-73.8612071748356 40.8148043300476),a81f2825aa43873650298b438ec1bc41,40.8148043300476,-73.8612071748356
SPENCE SCHOOL,22,EAST 91 STREET,22 EAST 91 STREET,NEW YORK,10128.0,Manhattan,1.0,1047005.0,1015020059.0,108.0,MN40,4.0,19.0,015002,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.957021129567 40.7840827349565),19d554b7d535da08d38c03fe4df52121,40.7840827349565,-73.957021129567
SPEYER LEGACY SCHOOL (THE),925,9 AVENUE,925 9 AVENUE,NEW YORK,10019.0,Manhattan,1.0,1085141.0,1010680010.0,104.0,MN14,3.0,18.0,014500,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.9852809108182 40.7691799359381),16892a994b534986f7f217b420a92e10,40.7691799359381,-73.9852809108182
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1001,EAST 45 STREET,1001 EAST 45 STREET,BROOKLYN,11203.0,Brooklyn,3.0,3114526.0,3050220002.0,317.0,BK91,45.0,67.0,083600,AFTERSCHOOL PROGRAMS,,POINT (-73.9330817260149 40.636049931799),2cf0e3dc04f52bc58ef5c29c8e9049e9,40.636049931799,-73.9330817260149
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,101,WALTON STREET,101 WALTON STREET,BROOKLYN,11206.0,Brooklyn,3.0,3061328.0,3022460001.0,301.0,BK72,33.0,90.0,050900,AFTERSCHOOL PROGRAMS,,POINT (-73.9488038251416 40.7032114897464),94cd683be4f98da34400ac234984cd3e,40.7032114897464,-73.9488038251416
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,107-01,OTIS AVENUE,107-01 OTIS AVENUE,CORONA,11368.0,Queens,4.0,4437311.0,4019540037.0,404.0,QN25,21.0,110.0,043900,AFTERSCHOOL PROGRAMS,,POINT (-73.85439864626021 40.7410553974441),bb9bcaf4a844141c301b0d611a682a16,40.7410553974441,-73.85439864626021
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,107-25,WREN PLACE,107-25 WREN PLACE,JAMAICA,11433.0,Queens,4.0,4218416.0,4102500001.0,412.0,QN01,27.0,103.0,041400,AFTERSCHOOL PROGRAMS,,POINT (-73.7820344085001 40.7007628009483),1b49e060ebc39bd624667f1eb4a82416,40.7007628009483,-73.7820344085001
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1084,LENOX ROAD,1084 LENOX ROAD,BROOKLYN,11212.0,Brooklyn,3.0,3101840.0,3046690037.0,317.0,BK96,41.0,67.0,088600,AFTERSCHOOL PROGRAMS,,POINT (-73.9200305434244 40.6576520399347),1b24888b7887dfba28c537137d91f779,40.6576520399347,-73.9200305434244
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,11,CLOVE LAKE PLACE,11 CLOVE LAKE PLACE,STATEN ISLAND,10310.0,Staten Island,5.0,5008403.0,5003080001.0,501.0,SI22,49.0,120.0,012500,AFTERSCHOOL PROGRAMS,,POINT (-74.1175678581865 40.62827921890079),cdcf384f9db4e8302ddf8faf883ba6b6,40.62827921890079,-74.1175678581865
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1137,HERKIMER STREET,1137 HERKIMER STREET,BROOKLYN,11233.0,Brooklyn,3.0,3042157.0,3015500001.0,316.0,BK79,41.0,73.0,030100,AFTERSCHOOL PROGRAMS,,POINT (-73.9158473234273 40.6781104937796),85d4afc868649369cf35f512e71269ce,40.6781104937796,-73.9158473234273
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1186,CARROLL STREET,1186 CARROLL STREET,BROOKLYN,11225.0,Brooklyn,3.0,3348092.0,3012890025.0,309.0,BK63,35.0,71.0,032100,AFTERSCHOOL PROGRAMS,,POINT (-73.9511775519746 40.6669319333896),576a25cb040ad66634a796d3d7f80c1a,40.6669319333896,-73.9511775519746
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1224,PARK PLACE,1224 PARK PLACE,BROOKLYN,11213.0,Brooklyn,3.0,3036405.0,3013700029.0,308.0,BK61,36.0,77.0,034300,AFTERSCHOOL PROGRAMS,,POINT (-73.9372229453662 40.6722687087548),913210b67d3ac90846280d38ebe83f68,40.6722687087548,-73.9372229453662
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,125,STUYVESANT AVENUE,125 STUYVESANT AVENUE,BROOKLYN,11221.0,Brooklyn,3.0,3043822.0,3016160001.0,303.0,BK35,36.0,81.0,029100,AFTERSCHOOL PROGRAMS,,POINT (-73.933140074104 40.6916607104821),eaef63840ff3f3b8936c87a3ac305b22,40.691660710482104,-73.933140074104
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,130-01,ROCKAWAY BOULEVARD,130-01 ROCKAWAY BOULEVARD,SOUTH OZONE PARK,11420.0,Queens,4.0,4253028.0,4116940027.0,410.0,QN55,28.0,106.0,018000,AFTERSCHOOL PROGRAMS,,POINT (-73.80813363477419 40.6753473589662),5e96695e9e2384156673bd3c433f6f12,40.6753473589662,-73.8081336347742
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1330,BRISTOW STREET,1330 BRISTOW STREET,BRONX,10459.0,Bronx,2.0,2010273.0,2029650082.0,203.0,BX75,17.0,42.0,015300,AFTERSCHOOL PROGRAMS,,POINT (-73.894346378873 40.8313584970994),85dbd2ebc95cfa7fbdc31364e8360d5d,40.8313584970994,-73.894346378873
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1375,MACE AVENUE,1375 MACE AVENUE,BRONX,10469.0,Bronx,2.0,2052739.0,2044740001.0,211.0,BX31,13.0,49.0,031400,AFTERSCHOOL PROGRAMS,,POINT (-73.8465601122158 40.86317069922379),7a007bb6d2455cbc8ab7d010cb2da224,40.863170699223794,-73.8465601122158
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1390,WILLOUGHBY AVENUE,1390 WILLOUGHBY AVENUE,BROOKLYN,11237.0,Brooklyn,3.0,3073018.0,3032120001.0,304.0,BK77,34.0,83.0,044500,AFTERSCHOOL PROGRAMS,,POINT (-73.9197328659024 40.706739874208),dc3f56c26c129705ce09e5a490d3c5c2,40.706739874208004,-73.9197328659024
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1400,PENNSYLVANIA AVENUE,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239.0,Brooklyn,3.0,3098294.0,3044520025.0,305.0,BK93,42.0,75.0,105804,AFTERSCHOOL PROGRAMS,,POINT (-73.88187990322109 40.6467457683102),fa159bde79f6d6e33279eb53a0c522f8,40.646745768310204,-73.88187990322109
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,145-00,SPRINGFIELD BOULEVARD,145-00 SPRINGFIELD BOULEVARD,SPRINGFIELD GARDENS,11413.0,Queens,4.0,4285682.0,4133310001.0,413.0,QN03,31.0,105.0,032000,AFTERSCHOOL PROGRAMS,,POINT (-73.75920461610851 40.6647326643264),a6e86a542a472572f006dca8fb22a3e2,40.6647326643264,-73.7592046161085
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,152-20,11 AVENUE,152-20 11 AVENUE,WHITESTONE,11357.0,Queens,4.0,4103056.0,4045380001.0,407.0,QN49,19.0,109.0,098700,AFTERSCHOOL PROGRAMS,,POINT (-73.8094430644793 40.7920866093143),e21571ca65df8fea2cec240e2f15b871,40.792086609314296,-73.8094430644793
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1550,CROTONA PARK EAST,1550 CROTONA PARK EAST,BRONX,10460.0,Bronx,2.0,2009865.0,2029390045.0,203.0,BX75,17.0,42.0,015300,AFTERSCHOOL PROGRAMS,,POINT (-73.89287784667971 40.8363406531649),628b7d0f298215edda855d17e2d87821,40.836340653164896,-73.89287784667971
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1551,EAST 172 STREET,1551 EAST 172 STREET,BRONX,10472.0,Bronx,2.0,2117663.0,2038640012.0,209.0,BX08,18.0,43.0,005600,AFTERSCHOOL PROGRAMS,,POINT (-73.87745042335391 40.83210820710489),d5183b2c9b341a62b2416dd17cbe2805,40.832108207104895,-73.8774504233539
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,1560,PURDY STREET,1560 PURDY STREET,BRONX,10462.0,Bronx,2.0,2041247.0,2039480055.0,209.0,BX46,18.0,43.0,022200,AFTERSCHOOL PROGRAMS,,POINT (-73.85297821020059 40.8385134735796),231c3251b2efdaba97efa686c137f236,40.8385134735796,-73.85297821020059
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,159-15,88 STREET,159-15 88 STREET,HOWARD BEACH,11414.0,Queens,4.0,4293311.0,4140090060.0,410.0,QN57,32.0,106.0,089200,AFTERSCHOOL PROGRAMS,,POINT (-73.84400676542541 40.65781215388139),8f223917cfb2dff96222a84c6634a0e9,40.657812153881395,-73.8440067654254
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,16,CLARKSON STREET,16 CLARKSON STREET,NEW YORK,10014.0,Manhattan,1.0,1009757.0,1005810054.0,102.0,MN23,3.0,6.0,006700,AFTERSCHOOL PROGRAMS,,POINT (-74.00614975496671 40.7290498694604),05406c118fe99e689435fe8fcab0c6d9,40.7290498694604,-74.00614975496671
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,160-20,GOETHALS AVENUE,160-20 GOETHALS AVENUE,JAMAICA,11432.0,Queens,4.0,4539721.0,4068580050.0,408.0,QN38,24.0,107.0,126700,AFTERSCHOOL PROGRAMS,,POINT (-73.80595801130259 40.7184709831434),3f1da4f657f0acb889b281d3083817e5,40.7184709831434,-73.8059580113026
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,180,6 AVENUE,180 6 AVENUE,BROOKLYN,11217.0,Brooklyn,3.0,3019597.0,3009500024.0,306.0,BK37,39.0,78.0,013100,AFTERSCHOOL PROGRAMS,,POINT (-73.97778416905851 40.6765687989968),3bee54f9b97c7e54ab47ea99a70789e9,40.6765687989968,-73.97778416905851
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,194,HARMAN STREET,194 HARMAN STREET,BROOKLYN,11237.0,Brooklyn,3.0,3075072.0,3032870001.0,304.0,BK77,37.0,83.0,043100,AFTERSCHOOL PROGRAMS,,POINT (-73.92022285325901 40.69820413250221),3ceb1f46e16de56d2944d0d6b4363a3f,40.698204132502205,-73.920222853259
SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,20,HOUSTON STREET,20 HOUSTON STREET,STATEN ISLAND,10302.0,Staten Island,5.0,,5014780500.0,501.0,SI28,50.0,121.0,025100,AFTERSCHOOL PROGRAMS,,POINT (-74.1449698047 40.6225954711),bec7f18df7fb239a71ac31faa5ce912f,40.6225954711,-74.1449698047
